property_name,areaWithType,square_feet,transaction,status,floor,furnishing,facing,description,price_per_sqft,price
3 Bhk Apartment For Sale In Jahangirabad Surat,Super Area,1600 sqft,Resale,Ready To Move,9 Out Of 13,Unfurnished,3,"3 Bhk, Multistorey Apartment Is Available For Sale In Jahangirabad, Surat For 30.0 Lac(S)Read More",1875.0,₹30 Lac 
1 Bhk Apartment For Sale In Katargam Surat,Carpet Area,450 sqft,Resale,Ready To Move,5 Out Of 5,Unfurnished,1,"1 Bhk, Multistorey Apartment Is Available For Sale In Katargam, Surat For 18.0 Lac(S)Read More",4697.5,₹18 Lac 
1 Bhk Apartment For Sale In Palanpur Surat,Carpet Area,441 sqft,Resale,Ready To Move,3 Out Of 5,Unfurnished,South,"1 Bhk, Multistorey Apartment Is Available For Sale In Palanpur, Surat For 23.51 Lac(S)Read More",3509.0,₹23.5 Lac 
2 Bhk Apartment For Sale In Aarav Apartment Surat,Super Area,850 sqft,Resale,Ready To Move,3 Out Of 4,Semi-Furnished,Main Road,"Very Close Of Evey Useful Need Like Hospital Railway Station, Bus Station, Sabji Marketread More",2941.0,₹25 Lac 
Office Space For Sale In Shahpore Surat,Super Area,70 sqm,Resale,Ready To Move,Upper Basement Out Of 5,1,Unknown,"Commercial Office Space Is Available For Sale. It Covered Area Of 70 Sq-M, It Is A Good Location Property. Please Contact Formore Details.Read More",3320.0,₹25 Lac 
2 Bhk Apartment For Sale In Vatsalya Avenue Surat,Carpet Area,1230 sqft,Resale,Ready To Move,9 Out Of 13,Semi-Furnished,East,"Specious Flat With Full Sunlight From All Side. 24X7 Smc Water,3 Lift, Wide Coridorread More",4697.5,₹30 Lac 
Office Space For Sale In Vijayalaxmi Hills Surat,Carpet Area,460 sqft,Resale,Ready To Move,3 Out Of 10,1,Unknown,"Perfect  Office Place In The Centre Of Adajan Gam. Building Located 70 Meters From Surat Hazira Road. Silent Location. Ample Parking Place For Owners As Well As Visitor. Ideal Office For Lawyer, Consultant, Doctor, Travel Agency, Etc.Read More",6803.0,₹40 Lac 
Office Space For Sale In Mahalaxmi Market Udhna Surat,Super Area,393 sqft,Resale,Ready To Move,1 Out Of 3,1,Unknown,"Commercial Office Space Is Available For Sale In , Surat For 20.0 Lac(S)Read More",5089.0,₹20 Lac 
2 Bhk Apartment For Sale In Kamrej Road Surat,Carpet Area,783 sqft,Resale,Ready To Move,5 Out Of 5,Unfurnished,North - East,"Multistorey Apartment Is Available For Sale. It Has Carpet Area 783 Sq-Ft, It Is 2 Bhk Apartment. Please Contact For More Details.Read More",4697.5,₹50 Lac 
1 Bhk Apartment For Sale In Ram Pura Surat,Carpet Area,605 sqft,Resale,Ready To Move,2 Out Of 5,Unfurnished,East,"1 Bhk, Multistorey Apartment Is Available For Sale In Ram Pura, Surat For 16.25 Lac(S)Read More",2686.0,₹16.3 Lac 
2 Bhk Apartment For Sale In Varachha Surat,Super Area,1300 sqft,Resale,Ready To Move,4 Out Of 4,Furnished,2,"2 Bhk, Multistorey Apartment Is Available For Sale In Varachha, Surat For 45.0 Lac(S)Read More",3462.0,₹45 Lac 
4 Bhk Penthouse For Sale In Mandvi Surat,Carpet Area,1300 sqft,Resale,Ready To Move,Ground Out Of 2,Furnished,6,"4 Bhk, Penthouse Is Available For Sale In Mandvi, Surat For 45.0 Lac(S)Read More",4697.5,₹45 Lac 
Shop For Sale In Surat City Surat,Super Area,100 sqft,Resale,Ready To Move,Lower Basement Out Of 2,Unknown,Unknown,"Commercial Shop Is Available For Sale In Surat City, Surat For 20.0 Lac(S)Read More",20000.0,₹20 Lac 
Shop For Sale In Dindoli Surat,Carpet Area,150 sqft,Resale,Ready To Move,Ground Out Of 1,Unknown,Unknown,"Main Road Touch, Running Shop, Ideal For Retail Business.",9000.0,₹13.5 Lac 
Shop For Sale In Pipodara Surat,Carpet Area,430 sqft,Resale,Ready To Move,Ground Out Of 4,Unknown,Unknown,"Commercial Shop Is Available For Sale In Pipodara, Surat For 45.0 Lac(S)Read More",10465.0,₹45 Lac 
4 Bhk Apartment For Sale In Bhatar Surat,Super Area,1370 sqft,Resale,Ready To Move,3 Out Of 4,Unfurnished,2,Its A 3Rd Floor Multistorey Apartment In A Building Of Total 4 Floors. The Multistorey Apartment Construction Is More Than 10 To 15 Years Old.Read More,3212.0,₹44 Lac 
Plot/Land For Sale In Bhestan Surat,Plot Area,1040 sqft,Resale,Resale,Unknown,Unknown,Unknown,"1040 Sq-Ft Residential Plot Is Available For Sale In Bhestan, Surat For 49.0 Lac(S)Read More",4712.0,₹49 Lac 
Shop For Sale In Surat,Carpet Area,145 sqft,Resale,Ready To Move,Ground Out Of 5,Unknown,Unknown,Commercial Shop Is Available For Sale.,7500.0,₹21 Lac 
1 Bhk  House For Sale In Olpad Surat,Carpet Area,527 sqft,Unfurnished,Ready To Move,Resale,West,Garden/Park,This Corner Row House Offers A Unique Blend Of Urban Living And Historic Charm With Its 17X31 Size.Read More,3035.0,₹20 Lac 
2 Bhk Apartment For Sale In Nana Varachha Surat,Super Area,1193 sqft,Resale,Ready To Move,4 Out Of 10,Semi-Furnished,East,The Home Consists Of 2 Furnished Bathroom And Also Has 2 Balconies. It Is Located On 4Th Floor Of The 10 Floors In The Tower And Is Well Ventilated. This Is A 2 Bed Room Apartment Present In Nana Varachha. It Offers 1190 Sq-Ft Area For Use. Expected Price Of The Home Is Fixed At 40 Lac. Patel Community.Read More,3269.0,₹39 Lac 
2 Bhk Apartment For Sale In Lambe Hanuman Road Surat,Carpet Area,1000 sqft,Resale,Ready To Move,3 Out Of 5,Furnished,Co-Operative Society,Well Maintained Furniture,3077.0,₹40 Lac 
2 Bhk  House For Sale In Olpad Sayan Road Surat,Super Area,1000 sqft,Resale,Ready To Move,Ground Out Of 1,Unfurnished,2,"2 Bhk, Residential House Is Available For Sale In Olpad Sayan Road, Surat For 16.0 Lac(S)Read More",1600.0,₹16 Lac 
3 Bhk  House For Sale In Kamrej Surat,Super Area,1100 sqft,Resale,Ready To Move,Ground Out Of 2,Unfurnished,3,"3 Bhk, Residential House Is Available For Sale In Kamrej, Surat For 27.0 Lac(S)Read More",2455.0,₹27 Lac 
Shop For Sale In Adajan Surat,Carpet Area,222 sqft,Resale,Ready To Move,Ground Out Of 14,Unknown,Unknown,Road Touch,10162.0,₹44 Lac 
1 Bhk Builder Floor For Sale In Olpad Surat,Super Area,756 sqft,Resale,Ready To Move,5 Out Of 5,Unfurnished,1,Builder Floor Apartment Is Located At The Advantageous 5Th Floor In A Tower Of Total 5 Floors. Read More,1984.0,₹15 Lac 
2 Bhk Penthouse For Sale In L P Savani Surat,Carpet Area,1446 sqft,Resale,Ready To Move,4 Out Of 4,Semi-Furnished,North - East,"Enroute Adajan To Pal, Is Placed Within 100 Meters From L P Savani School, Backside Of Subhash Chandra Bose Road, Joining Pandit Deendayal Upadhyay Cable Bridge Directly. Thus One Of The Primemost Areas Of Surat.This Flat Is Equipped With Gas Pipeline, Gas Geyser, And A Huge Individual Privately Owned Accessed Terrace Of 900 Sq Feet Dedicated Only For The Owners Of This Wonderful Dwelling Unit.School, Hospitals, Banks, Groceries, Hardware, Dairy Shops, Vegetables, Chakki, Farsan Wala Etc All Within 100 Meters Distance. Therefore, One Of The Best Locations Available.Read More",4006.0,₹39.9 Lac 
2 Bhk Apartment For Sale In Honey Park Surat,Carpet Area,950 sqft,Resale,Ready To Move,2 Out Of 4,Semi-Furnished,North - East,"2 Bhk, Multistorey Apartment Is Available For Sale In , Surat For 35.0 Lac(S)Read More",3043.0,₹35 Lac 
Shop For Sale In Vip Road Surat,Carpet Area,180 sqft,Resale,Ready To Move,Ground Out Of 6,26 Covered,Unknown,"Ground Floor Shop, New Modern Complex, Cabinet Work And Electricity Work Completedread More",12500.0,₹45 Lac 
2 Bhk Apartment For Sale In 503Riddhi Siddhi Residency Surat,Carpet Area,750 sqft,Resale,Ready To Move,5 Out Of 6,Semi-Furnished,East,"Good Looking A Morning Sun Light, Nearby Schools, Hotels, Vegetables Market, Hospitalsread More",3333.0,₹35 Lac 
2 Bhk Apartment For Sale In Vatika Township Surat,Super Area,1025 sqft,Resale,Ready To Move,5 Out Of 6,Furnished,2,"2 Bhk, Multistorey Apartment Is Available For Sale In , Surat For 48.0 Lac(S)Read More",4683.0,₹48 Lac 
2 Bhk Apartment For Sale In Rander Road Surat,Super Area,1100 sqft,Resale,Ready To Move,3 Out Of 5,Unfurnished,East,"Security Cabin, Cctv Surveillance, Piped Gas Gujarat Gas,  Parking Arearead More",3455.0,₹38 Lac 
Shop For Sale In Kadodara Surat,Super Area,150 sqft,Resale,Ready To Move,1 Out Of 4,Unknown,Unknown,"Commercial Shop Is Available For Sale In Kadodara, Surat For 7.50 Lac(S)Read More",5000.0,₹7.5 Lac 
2 Bhk Apartment For Sale In Kailash Nagar Surat,Carpet Area,1200 sqft,Resale,Ready To Move,8 Out Of 9,Unfurnished,2,"2 Bhk, Multistorey Apartment Is Available For Sale In Kailash Nagar, Surat For 30.0 Lac(S)Read More",4697.5,₹30 Lac 
2 Bhk Builder Floor For Sale In Devdhgam Surat,Carpet Area,734 sqft,Resale,Ready To Move,2 Out Of 5,Furnished,East,"Bedroom Full Furniture, Air Conditioner In Bedroom, Inventor For Power Cut Backup Approx 6 Hours, Sofa Set With Tea Table, Full Furniture In Kitchen, Washing Machine,  R O Filter In Kitchen, Wifi Connection, Front Door With Personal Security Camera With Mobile Connect ,Bathroom With Water Heaters  Exhaust Fan.Read More",2749.0,₹28.5 Lac 
1 Bhk Apartment For Sale In Pavitra Residency Surat,Carpet Area,440 sqft,Resale,Ready To Move,4 Out Of 5,Semi-Furnished,1,"1 Bhk, Multistorey Apartment Is Available For Sale In , Surat For 25.0 Lac(S)Read More",3420.0,₹25 Lac 
"2 Bhk Apartment For Sale In Mangal Pushp Apartment,  L P Savani Circle Adajan Surat",Super Area,750 sqft,Resale,Ready To Move,2 Out Of 7,Semi-Furnished,1,"Multistorey Apartment Is Available For Sale. It Covered Area Of 750 Sq-Ft, It Is A Good Location Property. Please Contact For More Details.Read More",3200.0,₹24 Lac 
1 Bhk Apartment For Sale In Udhna Surat,Super Area,550 sqft,Resale,Ready To Move,4 Out Of 4,Semi-Furnished,North - East,"East Facing, Vastu Compliant, Good Wind And Duffused Sunlight. Nearby School, Hospital And Market.Read More",2318.0,₹12.8 Lac 
Office Space For Sale In Hirabag Surat,Carpet Area,110 sqft,Resale,Ready To Move,1 Out Of 1,1,Unknown,Fully Furnished Redy To Move Office Like Shop In Popular Are Hirabagread More,7315.0,₹9.5 Lac 
2 Bhk Apartment For Sale In Vraj Vihar Complex Koli Street Adajan Gam Surat,Carpet Area,800 sqft,Resale,Ready To Move,1 Out Of 4,Semi-Furnished,East,"It Is A Good Area And All Facilities Like The Market, School, Hospital, Petrol Pump, Mall, Metro , Brts, Garden And Office Are Within 2 Km From Home. Best Price. No Any Issue In Building And Home.Read More",2500.0,₹25 Lac 
1 Bhk Apartment For Sale In Adajan Surat,Super Area,722 sqft,Resale,Ready To Move,7 Out Of 7,Unfurnished,1,This Multistorey Apartment Is Located At 7Th Floor In A Building Of Total 7 Floors. Read More,2909.0,₹21 Lac 
2 Bhk  House For Sale In Velanja Surat,Carpet Area,720 sqft,New Property,Ready To Move,1 Out Of 1,Unfurnished,"Garden/Park, Main Road","This Property Budget Friendly,And Clear Environment Closed",4375.0,₹31.5 Lac 
2 Bhk Builder Floor For Sale In Jahangirabad Surat,Super Area,1100 sqft,Resale,Ready To Move,2 Out Of 5,Semi-Furnished,2,"2 Bhk, Builder Floor Apartment Is Available For Sale In Jahangirabad, Surat For 39.0 Lac(S)Read More",3545.0,₹39 Lac 
2 Bhk  House For Sale In Dindoli Surat,Super Area,800 sqft,Resale,Ready To Move,Ground Out Of 1,Unfurnished,1,"2 Bhk, Residential House Is Available For Sale In Dindoli, Surat For 46.0 Lac(S)Read More",5750.0,₹46 Lac 
1 Bhk Builder Floor For Sale In Kim Surat,Super Area,750 sqft,Resale,Ready To Move,4 Out Of 4,Semi-Furnished,1,"1 Bhk, Builder Floor Apartment Is Available For Sale In Kim, Surat For 6.0 Lac(S)Read More",800.0,₹6 Lac 
2 Bhk Builder Floor For Sale In Palanpur Surat,Super Area,1035 sqft,Resale,Ready To Move,2 Out Of 5,Furnished,2,"2 Bhk, Builder Floor Apartment Is Available For Sale In Palanpur, Surat For 44.0 Lac(S)Read More",4251.0,₹44 Lac 
2 Bhk Apartment For Sale In Rustampura Surat,Carpet Area,945 sqft,Resale,Ready To Move,4 Out Of 4,Unfurnished,South,"Reliance Mall,Apple Hospital,Ashapuri Mata Temple, Brts Bus Station,Udhna Darwaja,Textile Market Ring Roadread More",2787.0,₹34 Lac 
1 Bhk Villa For Sale In Sayan Surat,Super Area,600 sqft,Unfurnished,Ready To Move,Resale,1,1,"A 1 Storeyed Villa Is Located In Sayan, Surat. Great Investment For Family Purpose As The Space Is Airy And Has Friendly Neighbourhood. Major Key Facilities Are Located Nearby. The Villa Is Newly Constructed. Read More",2667.0,₹16 Lac 
2 Bhk  House For Sale In Kadodara Surat,Carpet Area,1080 sqft,Resale,Ready To Move,1 Out Of 1,Unfurnished,Main Road,"A Residential House Is Available For Sale. It Is 30X36 Total Area, With 2 Master Bedroom, 12X12 1St Bedroom, 12X10 2Nd Bedroom, 16 X 16 Hall Area.Read More",4697.5,₹39 Lac 
3 Bhk  House For Sale In Navagam Surat,Carpet Area,1200 sqft,Resale,Ready To Move,Ground Out Of 3,Unfurnished,West,"Gala Type 3Story Row House,All Three Floors Already On Rent.With Dastavej , Loan Facility, Gated Societyfix Priceread More",2160.0,₹27 Lac 
2 Bhk Builder Floor For Sale In Adajan Surat,Super Area,1200 sqft,Resale,Ready To Move,3 Out Of 5,Unfurnished,East,"2 Bhk, Builder Floor Apartment Is Available For Sale In Adajan, Surat For 35.0 Lac(S)Read More",2917.0,₹35 Lac 
Industrial Land For Sale In Surat City Surat,Built Area,1318 sqft,Resale,Resale,Unknown,Unknown,Unknown,"1318 Sq-Ft Industrial Land Is Available For Sale In Surat City, Surat For 22.0 Lac(S)Read More",1669.0,₹22 Lac 
1 Bhk Apartment For Sale In Amroli Surat,Super Area,660 sqft,Resale,Ready To Move,5 Out Of 5,Unfurnished,Main Road,Well Maintained Excellent Ventilation  Gated Community,3030.0,₹20 Lac 
2 Bhk Apartment For Sale In Amroli Surat,Carpet Area,580 sqft,Resale,Ready To Move,1 Out Of 5,Furnished,East,"Near Main Road, Garden Facing, Corner Flat, First Floor, Good Road Connectivityread More",2436.0,₹19 Lac 
2 Bhk Apartment For Sale In Pavitra Residency Surat,Super Area,1165 sqft,Resale,Ready To Move,Resale,Unknown,Unknown,"2 Bhk, Multistorey Apartment Is Available For Sale In , Surat For 31.50 Lac(S)Read More",2704.0,₹31.5 Lac 
1 Bhk Builder Floor For Sale In Bhestan Surat,Super Area,850 sqft,Resale,Ready To Move,1 Out Of 4,Unfurnished,1,"1 Bhk, Builder Floor Apartment Is Available For Sale In Bhestan, Surat For 8.50 Lac(S)Read More",1000.0,₹8.5 Lac 
2 Bhk Builder Floor For Sale In Pasodara Surat,Super Area,861 sqft,Resale,Ready To Move,4 Out Of 4,Unfurnished,East,This Builder Floor Apartment Is Located At 1St Floor In A Building Of Total 4 Floors. This Spacious Builder Floor Apartment Was Constructed Approx. 5 To 10 Years Years Back.Read More,1220.0,₹10.5 Lac 
1 Bhk  House For Sale In Velanja Surat,Super Area,440 sqft,Resale,Ready To Move,Ground Out Of 1,Unfurnished,1,"1 Bhk, Residential House Is Available For Sale In Velanja, Surat For 11.0 Lac(S)Read More",2500.0,₹11 Lac 
Industrial Land For Sale In Palsana Surat,Built Area,1978 sqft,Resale,New Property,Unknown,Unknown,Unknown,"1. Prime Location At Nh 8 , Palsana.2. Easy Transportation Is Available From The Site.3. Located In An Operational Industrial Textile Area.4. Na, Plan Pass, Title  Clear.5. Easy Gpcb Permission.Read More",1618.0,₹32 Lac 
2 Bhk  House For Sale In Bardoli Surat,Super Area,1000 sqft,Resale,Resale,Unknown,Unknown,Unknown,"This Residential House Of Total  Floors Is Meant For The Purpose Of Sale In Bardoli, Surat. The Setting Of The Property Is Good With An Excellent Access To Prime Locations And Supported By Well Planned Infrastructure. The Property Will Give Good Value To Your Investment. Contact Immediately Now For More Details. Read More",4500.0,₹45 Lac 
1 Bhk Builder Floor For Sale In Amroli Surat,Super Area,775 sqft,Resale,Ready To Move,2 Out Of 5,Semi-Furnished,1,"1 Bhk, Builder Floor Apartment Is Available For Sale In Amroli, Surat For 16.50 Lac(S)Read More",2129.0,₹16.5 Lac 
3 Bhk Apartment For Sale In Gopi Pura Surat,Super Area,1050 sqft,Resale,Ready To Move,3 Out Of 10,Unfurnished,2,"Discover Unparalleled Comfort And Elegance In This 3 Bhk Flat For Sale In Gopi Pura, Surat. With A Spacious Super Area Of 1050 Sqft On The 3Rd Floor Of A 10-Story Building, This East-Facing Abode Is Designed To Offer A Harmonious Living Experience, Complemented By Vaastu Compliance.Property Specifications And Facilitiesthe Unfurnished Flat Comprises Three Bedrooms, A Common Western Bathroom With A Geyser, And A Common Balcony Overlooking The Vibrant Road Below. The Living Cum Dining Area Provides A Warm And Inviting Space, While The Modular Kitchen With A Piped Gas Connection And Utility Area Is Perfect For Culinary Enthusiasts.The Flooring, Adorned With Marble, Adds A Touch Of Sophistication To The Interiors. Convenience Is Key With Covered Parking, 24-Hour Water Supply From Both Borewell And Corporation Sources, 100% Power Backup, Security Guards, Cctv Surveillance, And Two Lifts For Easy Accessibility.Localitystrategically Located Near Ambaji Road, This Property Is A Stone'S Throw Away From Schools, Hospitals, Malls, Supermarkets, And Upcoming Metro Station, All Within A 1-Kilometer Radius. Public Transport Is Easily Available, With Buses And Autos Ensuring Seamless Connectivity. Don'T Miss Out On The Opportunity To Make This Meticulously Designed Flat Your New Home, Where Comfort Meets Convenience In The Heart Of Surat!Read More",2857.0,₹30 Lac 
2 Bhk Apartment For Sale In Katar Gam Surat,Super Area,925 sqft,Resale,Ready To Move,3 Out Of 4,Unfurnished,1,"2 Bhk, Multistorey Apartment Is Available For Sale In Katar Gam, Surat For 22.0 Lac(S)Read More",2378.0,₹22 Lac 
